1,25,0,sourceStart,1
2,-25,0,sourceEnd,1
3,-200,0,clock,1
17,-113,116,buffer,15
18,-39,116,buffer,16
24,-77,115,buffer,22
25,-4,115,buffer,23
26,29,114,buffer,24
27,-144,115,buffer,25
28,-177,114,buffer,26
29,-209,117,buffer,27
34,499,276,gatedIn,30
35,499,326,gatedWriteEnable,30
36,549,301,gatedOut,30
37,432,276,gatedIn,31
38,432,326,gatedWriteEnable,31
39,482,301,gatedOut,31
40,569,276,gatedIn,32
41,569,326,gatedWriteEnable,32
42,619,301,gatedOut,32
46,358,277,gatedIn,34
47,358,327,gatedWriteEnable,34
48,408,302,gatedOut,34
49,643,277,gatedIn,35
50,643,327,gatedWriteEnable,35
51,693,302,gatedOut,35
58,283,278,gatedIn,38
59,283,328,gatedWriteEnable,38
60,333,303,gatedOut,38
61,712,276,gatedIn,39
62,712,326,gatedWriteEnable,39
63,762,301,gatedOut,39
64,207,279,gatedIn,40
65,207,329,gatedWriteEnable,40
66,257,304,gatedOut,40
67,271,304,buffer,41
68,346,303,buffer,42
69,420,303,buffer,43
70,491,301,buffer,44
71,560,301,buffer,45
72,632,301,buffer,46
73,703,301,buffer,47
74,776,302,buffer,48
151,491,1106,gatedIn,54
152,491,1156,gatedWriteEnable,54
153,541,1131,gatedOut,54
154,424,1106,gatedIn,55
155,424,1156,gatedWriteEnable,55
156,474,1131,gatedOut,55
157,561,1106,gatedIn,56
158,561,1156,gatedWriteEnable,56
159,611,1131,gatedOut,56
163,350,1107,gatedIn,58
164,350,1157,gatedWriteEnable,58
165,400,1132,gatedOut,58
166,635,1107,gatedIn,59
167,635,1157,gatedWriteEnable,59
168,685,1132,gatedOut,59
175,275,1108,gatedIn,62
176,275,1158,gatedWriteEnable,62
177,325,1133,gatedOut,62
178,704,1106,gatedIn,63
179,704,1156,gatedWriteEnable,63
180,754,1131,gatedOut,63
181,199,1109,gatedIn,64
182,199,1159,gatedWriteEnable,64
183,249,1134,gatedOut,64
184,263,1134,buffer,65
185,338,1133,buffer,66
186,412,1133,buffer,67
187,483,1131,buffer,68
188,552,1131,buffer,69
189,624,1131,buffer,70
190,695,1131,buffer,71
191,768,1132,buffer,72
288,712,221,buffer,85
289,642,209,buffer,86
290,568,201,buffer,87
291,498,188,buffer,88
292,432,178,buffer,89
293,358,165,buffer,90
294,282,158,buffer,91
295,206,151,buffer,92
299,270,344,buffer,96
303,345,345,buffer,100
309,490,345,buffer,106
312,419,344,buffer,109
315,560,345,buffer,112
318,631,344,buffer,115
321,702,343,buffer,118
324,776,345,buffer,121
416,224,345,buffer,163
424,222,370,transCollector,171
425,172,395,transBase,171
426,222,420,transEmitter,171
442,304,369,transCollector,177
443,254,394,transBase,177
444,304,419,transEmitter,177
448,381,370,transCollector,179
449,331,395,transBase,179
450,381,420,transEmitter,179
451,456,368,transCollector,180
452,406,393,transBase,180
453,456,418,transEmitter,180
463,528,363,transCollector,184
464,478,388,transBase,184
465,528,413,transEmitter,184
466,599,366,transCollector,185
467,549,391,transBase,185
468,599,416,transEmitter,185
475,269,452,buffer,188
476,344,453,buffer,189
477,418,453,buffer,190
478,490,454,buffer,191
479,559,453,buffer,192
480,630,455,buffer,193
481,701,451,buffer,194
482,775,455,buffer,195
483,666,368,transCollector,196
484,616,393,transBase,196
485,666,418,transEmitter,196
486,739,368,transCollector,197
487,689,393,transBase,197
488,739,418,transEmitter,197
489,738,343,buffer,198
490,666,342,buffer,199
491,598,346,buffer,200
492,526,344,buffer,201
493,455,344,buffer,202
494,381,345,buffer,203
495,303,344,buffer,204
496,222,366,transNotOut,171
497,304,365,transNotOut,177
498,381,366,transNotOut,179
499,456,364,transNotOut,180
500,528,360,transNotOut,184
501,599,363,transNotOut,185
502,666,364,transNotOut,196
503,739,364,transNotOut,197
505,856,334,buffer,206
508,712,334,buffer,209
509,642,335,buffer,210
510,568,334,buffer,211
511,498,334,buffer,212
512,431,335,buffer,213
513,357,335,buffer,214
514,282,337,buffer,215
515,206,339,buffer,216
517,854,429,buffer,218
518,689,430,buffer,219
519,616,429,buffer,220
520,548,430,buffer,221
521,477,429,buffer,222
522,406,428,buffer,223
523,330,428,buffer,224
524,253,429,buffer,225
525,172,429,buffer,226
526,221,464,buffer,227
527,302,473,buffer,228
528,379,479,buffer,229
529,455,483,buffer,230
531,599,493,buffer,232
532,665,499,buffer,233
533,737,508,buffer,234
543,525,490,buffer,244
545,122,0,buffer,246
567,-545,633,ramIn1,268
568,-520,633,ramIn2,268
569,-495,633,ramIn3,268
570,-470,633,ramIn4,268
571,-445,633,ramIn5,268
572,-420,633,ramIn6,268
573,-395,633,ramIn7,268
574,-370,633,ramIn8,268
575,-545,1048,ramOut1,268
576,-520,1048,ramOut2,268
577,-495,1048,ramOut3,268
578,-470,1048,ramOut4,268
579,-445,1048,ramOut5,268
580,-420,1048,ramOut6,268
581,-395,1048,ramOut7,268
582,-370,1048,ramOut8,268
584,-565,860,ramWriteEnable,268
585,-350,780,ramAddressIn4,268
586,-350,820,ramAddressIn3,268
587,-350,860,ramAddressIn2,268
588,-350,900,ramAddressIn1,268
589,-368,590,buffer,269
590,-395,577,buffer,270
591,-421,566,buffer,271
594,-495,541,buffer,274
598,-546,514,buffer,278
600,-520,525,buffer,280
604,-470,546,buffer,284
605,-444,554,buffer,285
656,634,1178,buffer,313
659,423,1181,buffer,316
660,349,1181,buffer,317
661,273,1181,buffer,318
662,198,1181,buffer,319
671,199,968,buffer,328
672,274,981,buffer,329
673,346,994,buffer,330
674,422,1007,buffer,331
677,634,1035,buffer,334
678,702,1046,buffer,335
687,262,936,buffer,344
688,339,936,buffer,345
689,411,935,buffer,346
690,483,937,buffer,347
692,551,938,buffer,349
693,624,934,buffer,350
694,693,934,buffer,351
695,767,933,buffer,352
697,492,1017,buffer,354
700,563,1024,buffer,357
704,262,1213,transCollector,359
705,212,1238,transBase,359
706,262,1263,transEmitter,359
710,334,1214,transCollector,361
711,284,1239,transBase,361
712,334,1264,transEmitter,361
713,409,1213,transCollector,362
714,359,1238,transBase,362
715,409,1263,transEmitter,362
716,483,1211,transCollector,363
717,433,1236,transBase,363
718,483,1261,transEmitter,363
722,629,1209,transCollector,365
723,579,1234,transBase,365
724,629,1259,transEmitter,365
728,772,1207,transCollector,367
729,722,1232,transBase,367
730,772,1257,transEmitter,367
